"IDno","logpickups"
8848,2.30712563483206
8849,2.93432105886084
8850,2.95883418786718
8851,2.09630175728969
8852,2.97083509339337
8853,2.37099796659244
8854,2.99819339062122
8855,2.13566096004373
8856,1.37259031663567
8857,2.38601986905219
8858,3.01321529308097
8859,2.44325606757333
8860,3.10172407485375
8861,2.23919164427625
8862,1.50421131614236
8863,2.51764086855888
8864,2.28230386201016
8865,2.29126599643032
8866,3.16823648240077
8867,2.30570405182327
8868,2.55346549874784
8869,3.18066092277662
8870,2.31812849219913
8871,3.21443029836885
8872,2.38169690294427
8873,1.63220508403285
8874,2.64563463644937
8875,3.27283006047815
8876,2.67084750238453
8877,3.29804292641331
8878,2.43551049583581
8879,1.12535175212333
8880,2.13878130453985
8881,2.76597672856863
8882,1.90344429799113
8883,1.13388056894863
8884,2.77450554539393
8885,1.91197311481644
8886,1.20893639575043
8887,2.84956137219573
8888,1.98702894161824
8889,1.21652953966441
8890,2.23484235066955
8891,2.86203777469833
8892,1.99950534412083
8893,2.92548685090713
8894,2.32306104756963
8895,2.08772404102092
8896,2.11248011420271
8897,1.34748524380794
8898,2.36091479622446
8899,1.38387165562791
8900,3.02449663207321
8901,2.16196420149571
8902,1.38929829534399
8903,2.40272784776051
8904,3.02992327178929
8905,2.1673908412118
8906,2.20124889398889
8907,1.44758979213025
8908,3.08821476857555
8909,2.49054893341967
8910,2.25521192687096
8911,2.53959425462716
8912,3.16678967865594
8913,2.30879100566277
8914,1.58139237784748
8915,2.594821930264
8916,2.61369458339334
8917,3.24089000742212
8918,2.37835757684462
8919,1.6295004148103
8920,2.67206829411352
8921,2.67269656546945
8922,2.43735955892073
8923,2.48036221678764
8924,1.71464434205947
8925,3.35526931850478
8926,2.18399789455606
8927,2.81119331858484
8928,1.19141652129837
8929,2.20484607371489
8930,1.96950906716618
8931,2.87935564617652
8932,2.01682321559902
8933,2.26931044417912
8934,2.8965058682079
8935,1.27505532376402
8936,2.28848487618054
8937,2.96089017740526
8938,2.09835774682777
8939,1.36525005629705
8940,2.14334260216485
8941,1.37856069061316
8942,2.39199024302968
8943,2.15665323648097
8944,3.04372844351574
8945,1.43422104299657
8946,2.44765059541309
8947,1.47351564003132
8948,2.48694519244784
8949,3.11414061647662
8950,2.25160818589913
8951,1.47207914083151
8952,2.48550869324804
8953,3.11270411727682
8954,2.25017168669932
8955,1.51425967153441
8956,3.14163648310019
8957,2.27910405252269
8958,3.16820928509339
8959,2.56364211380219
8960,2.32830510725347
8961,2.57011749801756
8962,2.33478049146885
8963,1.59168677433425
8964,2.36977932020205
8965,1.61416279977263
8966,2.70359929865883
8967,2.47679375401063
8968,1.76273388994963
8969,2.77616344236616
8970,2.54082643581744
8971,1.18589385709865
8972,2.19932340951518
8973,1.96398640296646
8974,1.20116900031994
8975,2.84179397676525
8976,1.23988491678993
8977,2.25331446920645
8978,2.88050989323523
8979,1.25608818032353
8980,2.89671315676883
8981,2.03418072619134
8982,2.27997207328609
8983,2.90716749731487
8984,2.04463506673737
8985,2.32680634604576
8986,2.11274802484869
8987,3.00342892112273
8988,2.14089649054523
8989,1.38568606499515
8990,2.39911561741167
8991,3.02631104144045
8992,2.16377861086296
8993,1.41006201572131
8994,1.42842946839072
8995,3.06905444483602
8996,2.47282316210095
8997,2.2656010252967
8998,1.49061280848184
8999,2.50404236089837
9000,2.26870535434965
9001,1.51735704726662
9002,2.53078659968315
9003,3.15798202371193
9004,2.29544959313443
9005,3.17775468402312
9006,2.31522225344563
9007,2.58223846837353
9008,2.60151026214088
9009,2.36617325559216
9010,1.63522803242608
9011,3.27585300887138
9012,2.41332057829388
9013,3.27731585254091
9014,2.41478342196342
9015,1.67936655994711
9016,3.31999153639242
9017,2.70286567731964
9018,3.33006110134842
9019,2.46752867077093
9020,3.38844049938676
9021,2.52590806880927
9022,1.97999379120523
9023,2.84036425504064
9024,2.2588263886071
9025,2.88602181263588
9026,1.27102688535436
9027,2.28445643777089
9028,2.31263404587401
9029,2.0772970393253
9030,1.32545255275997
9031,2.10354509862778
9032,2.37617065287191
9033,1.38222940209014
9034,3.02285437853545
9035,2.16032194795795
9036,1.39853640001739
9037,3.0391613764627
9038,2.1766289458852
9039,1.43430929202554
9040,2.21240183789334
9041,2.46137879630435
9042,2.22604178975563
9043,1.48790048562963
9044,1.50743848750317
9045,2.52086803991969
9046,2.56026436286028
9047,2.32492735631157
9048,2.58184035309217
9049,3.20903577712095
9050,2.34650334654345
9051,2.60052137057578
9052,2.36518436402706
9053,1.62306551961034
9054,3.26369049605564
9055,2.40115806547814
9056,1.64435484384
9057,2.6791324598051
9058,2.44379545325638
9059,2.72915862675268
9060,1.74605039557657
9061,3.38667537202187
9062,2.52414294144437
9063,2.77890951030894
9064,3.40610493433772
9065,2.54357250376022
9066,1.7852067517526
9067,2.79863630416912
9068,3.4258317281979
9069,2.5632992976204
9070,2.23323753609313
9071,2.86043296012191
9072,1.99790052954442
9073,2.88292433901965
9074,2.02039190844215
9075,1.27035041675454
9076,2.91097539319984
9077,1.29499023205611
9078,2.93561520850141
9079,2.07308277792391
9080,2.97109708248877
9081,2.36719266190791
9082,2.99438808593669
9083,2.13185565535919
9084,1.39050720451829
9085,2.40393675693481
9086,2.4346614328169
9087,2.19932442626819
9088,2.46720099545048
9089,3.10129474614158
9090,2.23876231556408
9091,1.46563854755794
9092,2.47906809997447
9093,1.47157472971356
9094,3.11219970615886
9095,1.55815035171002
9096,2.57157990412654
9097,1.62201781251647
9098,2.63544736493299
9099,2.65190110899452
9100,3.2790965330233
9101,1.7041519287099
9102,2.48224447457771
9103,3.36143803054323
9104,2.75980050715813
9105,2.52446350060941
9106,1.77199194672276
9107,2.78542149913929
9108,1.8058596169275
9109,2.81928916934402
9110,2.58395216279531
9111,2.2472170656467
9112,2.01188005909798
9113,2.88838646655877
9114,2.02585403598128
9115,1.2571519439786
9116,2.27058149639513
9117,2.03524448984641
9118,1.29863894615823
9119,2.93926392260354
9120,2.07673149202604
9121,2.35260145941767
9122,1.35200928048087
9123,2.36543883289739
9124,2.13010182634867
9125,2.39829048174939
9126,2.42664631629704
9127,3.05384174032582
9128,2.19130930974833
9129,1.44806841273959
9130,1.46376845667859
9131,2.47719800909511
9132,3.10439343312389
9133,2.2418610025464
9134,1.49332116783904
9135,3.13394614428434
9136,3.15440894515184
9137,1.53899816567172
9138,2.57687340629865
9139,2.61780584282255
9140,3.24500126685133
9141,2.38246883627383
9142,2.63791687786254
9143,3.26511230189132
9144,2.40257987131383
9145,1.6722617109466
9146,1.6940293549267
9147,2.70745890734323
9148,3.33465433137201
9149,2.74051073723405
9150,1.76449394290512
9151,2.77792349532164
9152,3.44145566620535
9153,2.84300850371038
9154,2.60767149716166
9155,1.16269899924475
9156,2.17612855166127
9157,1.17697507561098
9158,2.1904046280275
9159,1.95506762147879
9160,1.20844242697931
9161,2.84906740342461
9162,1.98653497284711
9163,1.23674186573883
9164,1.25958303818126
9165,2.03767558404907
9166,2.29523575290153
9167,2.05989874635282
9168,2.32930904938264
9169,2.95650447341142
9170,2.09397204283392
9171,1.35016498550105
9172,2.99078996194635
9173,1.36642029280421
9174,2.14451283867202
9175,2.39939456074613
9176,3.02658998477491
9177,1.42014440083762
9178,2.45611973755472
9179,3.0833151615835
9180,2.48445078029027
9181,2.24911377374156
9182,2.5155683562164
9183,1.53619435716371
9184,3.17681933360901
9185,2.31428690303151
9186,1.54625624441626
9187,1.563942577507
9188,2.57737212992352
9189,3.2045675539523
9190,1.59052334232262
9191,3.23114831876792
9192,1.6137693506958
9193,2.62719890311233
9194,3.25439432714111
9195,1.63813189222076
9196,2.41622443808857
9197,1.65420227753005
9198,2.66763182994657
9199,2.43229482339786
9200,1.69649124779064
9201,2.71132254292451
9202,2.47598553637579
9203,1.7377471934055
9204,2.5158397392733
9205,1.19360229369287
9206,1.21581639881399
9207,2.26213292767301
9208,2.0267959211243
9209,1.27563590589961
9210,2.91626088234491
9211,2.05372845176742
9212,2.31043597014603
9213,2.93763139417481
9214,2.33558769955938
9215,1.34630178296212
9216,2.35973133537865
9217,2.98692675940743
9218,1.39136822923066
9219,3.03199320567596
9220,2.16946077509847
9221,2.41959347590573
9222,2.18425646935701
9223,2.43393365184063
9224,3.06112907586941
9225,2.19859664529192
9226,2.45212530357948
9227,2.48916361894178
9228,3.11635904297056
9229,1.49764554353544
9230,3.13827051998075
9231,2.51283481654831
9232,3.14003024057709
9233,2.27749780999959
9234,1.52016139363552
9235,2.29825393950333
9236,2.32634621801173
9237,1.56639560736855
9238,3.20702058381385
9239,1.599495828985
9240,1.6175827052072
9241,2.39567525107501
9242,2.6508511426209
9243,3.27804656664968
9244,1.66182035885241
9245,2.67524991126893
9246,1.68022294751977
9247,2.45831549338758
9248,1.71171806520241
9249,2.72514761761893
9250,1.16854590653098
9251,1.94663845239878
9252,2.20376911530924
9253,2.23001936274789
9254,2.85721478677667
9255,1.99468235619917
9256,1.23752691841986
9257,2.25095647083638
9258,2.01561946428766
9259,1.27472481321776
9260,2.91534978966307
9261,2.05281735908557
9262,2.95358505143634
9263,2.09105262085885
9264,2.36649793218696
9265,1.37172876148757
9266,2.38515831390409
9267,3.01235373793287
9268,2.41775134063796
9269,2.18241433408925
9270,3.06461254405928
9271,2.20208011348178
9272,1.44379137351602
9273,3.08441634996132
9274,2.22188391938383
9275,1.46400414298899
9276,2.47743369540552
9277,3.1046291194343
9278,2.2420966888568
9279,2.49611180118497
9280,3.12330722521375
9281,2.26077479463626
9282,1.51856958851319
9283,2.53199914092971
9284,2.296662134381
9285,1.52262595024841
9286,2.30071849611621
9287,1.59391263310611
9288,2.60734218552263
9289,2.37200517897391
9290,2.64706905381605
9291,2.41173204726733
9292,2.68964985411855
9293,1.67750989538261
9294,2.69093944779914
9295,2.45560244125042
9296,1.74688731712594
9297,3.38751229357124
9298,2.52497986299374
9299,1.2088459021893
9300,2.22227545460583
9301,2.84947087863461
9302,1.98693844805711
9303,1.23083208062712
9304,2.87145705707242
9305,1.25565917955584
9306,2.26908873197236
9307,2.89628415600114
9308,2.92468498562353
9309,2.06215255504603
9310,2.32293667914996
9311,2.95013210317874
9312,2.08759967260124
9313,2.97229483853653
9314,2.10976240795903
9315,1.36182368359429
9316,2.37525323601081
9317,3.00244866003959
9318,2.1566908204326
9319,1.40580140153769
9320,2.41923095395421
9321,1.42723500470506
9322,2.44066455712159
9323,3.06785998115037
9324,2.20532755057287
9325,1.4587586730179
9326,3.0993836494632
9327,2.26008356185835
9328,1.50789785690514
9329,2.28599040277295
9330,1.53220427499822
9331,2.54563382741474
9332,2.57224316731546
9333,3.19943859134424
9334,2.59323153941451
9335,3.22042696344329
9336,2.62313639326095
9337,2.38779938671223
9338,2.63648187693707
9339,3.26367730096585
9340,2.40114487038835
9341,1.63305275663301
9342,1.66888206253179
9343,2.44697460839959
9344,1.69966126372912
9345,3.34028624017442
9346,1.7186376693546
9347,2.4967302152224
9348,2.7684063392638
9349,1.77759211702178
9350,2.7910216694383
9351,3.41821709346708
9352,2.55568466288959
9353,1.21884651045829
9354,2.25415179326714
9355,2.01881478671842
9356,1.26226194004491
9357,2.27569149246143
9358,2.3213353058125
9359,2.94853072984128
9360,1.33323572735635
9361,2.98366505078016
9362,2.12113262020266
9363,2.39632818166746
9364,1.40828499899945
9365,2.43859891642575
9366,2.20326190987703
9367,3.08171562504747
9368,2.21918319446997
9369,1.47504445795765
9370,2.48847401037418
9371,3.11566943440296
9372,2.50535837538396
9373,3.13255379941274
9374,2.27002136883524
9375,1.53479279867728
9376,2.55869675198056
9377,1.56469242796381
9378,1.59574691255245
9379,2.60917646496898
9380,3.23637188899776
9381,1.61795197859345
9382,3.25857695503875
9383,2.39604452446126
9384,1.63913756842947
9385,2.41723011429728
9386,3.31002079288021
9387,2.44748836230271
9388,2.7079727643487
9389,3.33516818837748
9390,2.47263575779998
9391,1.71931157154199
9392,2.73274112395851
9393,3.35993654798729
9394,1.74992392890569
9395,2.76335348132222
9396,1.75739960454804
9397,2.77082915696457
9398,3.39802458099335
9399,2.23980327854729
9400,1.2449080045313
9401,2.25833755694783
9402,2.02300055039911
9403,1.27668931112003
9404,2.29011886353655
9405,2.91731428756533
9406,2.05478185698784
9407,1.30213207665667
9408,2.31556162907319
9409,2.08022462252448
9410,1.32869155961501
9411,2.96931653606031
9412,2.10678410548281
9413,2.390176623199
9414,2.15483961665028
9415,1.39771659857189
9416,2.41114615098841
9417,3.03834157501719
9418,2.43602730217449
9419,3.06322272620327
9420,2.20069029562578
9421,1.44691728659349
9422,3.08754226303879
9423,2.2250098324613
9424,1.47191122935584
9425,2.48534078177236
9426,3.11253620580114
9427,2.25000377522364
9428,1.49713075527072
9429,2.27522330113852
9430,2.54128545662721
9431,2.52028347484514
9432,2.28494646829642
9433,1.56811943347131
9434,2.58154898588783
9435,3.20874440991661
9436,2.34621197933911
9437,1.58707328203767
9438,1.62061892977752
9439,2.63404848219405
9440,1.64336805132174
9441,3.28399302776704
9442,3.31805527215776
9443,2.73096875990719
9444,2.76907364893638
9445,2.53518670586463
9446,1.8050589046985
9447,2.81848845711503
9448,2.25467127972288
9449,2.88186670375166
9450,2.27836037937262
9451,2.0430233728239
9452,2.0481206768913
9453,1.31958639332781
9454,2.96021136977311
9455,1.34827824097098
9456,2.12637078683879
9457,1.36771250845088
9458,2.14580505431868
9459,2.40914811997286
9460,2.17381111342414
9461,3.08260101547282
9462,1.46192456414996
9463,3.10254954059527
9464,2.24001711001777
9465,2.25962056486207
9466,1.49852082356173
9467,2.27661336942954
9468,1.5299227219593
9469,2.54335227437582
9470,1.56132662884467
9471,3.20195160528997
9472,2.33941917471248
9473,1.58354073396579
9474,2.59697028638232
9475,2.63415509968409
9476,3.26135052371287
9477,2.39881809313538
9478,1.63980135337062
9479,2.65323090578714
9480,2.41789389923843
9481,2.44906117540334
9482,3.32749480392573
9483,1.70845253136416
9484,2.48654507723196
9485,1.74034592218248
9486,3.38097089862778
9487,2.77257834084151
9488,1.79026402082034
9489,2.80369357323686
9490,3.43088899726564
9491,2.56835656668815
9492,1.80690159915834
9493,3.44752657560364
9494,2.58499414502615
9495,2.83729572203076
9496,3.46449114605954
9497,1.15946162798437
9498,2.20905886102847
9499,1.97372185447976
9500,2.225368220589
9501,1.99003121404028
9502,1.24606601691094
9503,2.25949556932746
9504,2.88669099335624
9505,2.02415856277874
9506,2.0360596374345
9507,2.30077298106953
9508,2.06543597452082
9509,1.31715519741492
9510,2.09524774328273
9511,1.32961788642124
9512,2.34304743883776
9513,1.37497972083164
9514,3.01560469727694
9515,2.15307226669944
9516,1.38398582273913
9517,2.39741537515565
9518,2.16207836860693
9519,2.19245844726875
9520,1.44489776615183
9521,2.473214512128
9522,3.10040993615678
9523,2.23787750557929
9524,1.50971875861988
9525,1.57375568271713
9526,2.35184822858493
9527,1.61917702868306
9528,2.63260658109958
9529,3.25980200512836
9530,2.39726957455086
9531,1.62844791009118
9532,2.64187746250771
9533,3.26907288653649
9534,3.32584969336308
9535,2.46331726278559
9536,1.6859976078017
9537,2.46409015366951
9538,2.72044175439186
9539,1.30115213593334
9540,2.94177711237865
9541,2.07924468180115
9542,2.81975849909696
9543,2.20793516698174
9544,2.83513059101052
9545,1.2371129796447
9546,2.9208181064115
9547,2.05828567583401
9548,2.28607168779487
9549,1.27008543296194
9550,2.28351498537847
9551,2.91071040940725
9552,2.04817797882975
9553,1.37628195752275
9554,2.38971150993927
9555,3.01690693396805
9556,2.43423654364907
9557,2.19889953710035
9558,1.442732209411
9559,2.45616176182753
9560,3.08335718585631
9561,2.22082475527881
9562,1.46370796440962
9563,2.47713751682615
9564,3.10433294085493
9565,2.48394643514979
9566,2.24860942860107
9567,1.4566445927742
9568,1.49798384402689
9569,3.13860882047219
9570,2.27607638989469
9571,2.51123081976934
9572,1.50722784467527
9573,2.52065739709179
9574,1.51727834721086
9575,2.53070789962738
9576,3.15790332365616
9577,1.52658865624408
9578,2.54001820866061
9579,2.30468120211189
9580,1.56422615878763
9581,2.57765571120416
9582,3.20485113523293
9583,2.34231870465544
9584,1.57838473841355
9585,2.59181429083007
9586,2.35647728428135
9587,2.64193430358155
9588,3.26912972761033
9589,2.69435909905175
9590,2.45902209250303
9591,2.73941700464294
9592,1.13067303961291
9593,2.14410259202944
9594,1.16511646915772
9595,1.98452927767646
9596,2.95301795494816
9597,1.300712826638
9598,2.31414237905453
9599,2.94133780308331
9600,1.34598891312301
9601,2.98661388956831
9602,1.37344970309544
9603,3.01407467954075
9604,2.15154224896325
9605,1.4043860094595
9606,2.1824785553273
9607,1.42271713773037
9608,2.43614669014689
9609,3.06334211417567
9610,2.20080968359818
9611,1.46178375867924
9612,2.47521331109576
9613,3.10240873512454
9614,2.23987630454704
9615,1.49035377566602
9616,3.13097875211133
9617,2.26844632153383
9618,1.50774152023205
9619,2.52117107264858
9620,3.14836649667736
9621,3.18243377161533
9622,1.56152269805982
9623,2.57495225047634
9624,3.20214767450512
9625,2.33961524392763
9626,2.60316380608628
9627,3.23035923011506
9628,1.61478224868946
9629,2.62821180110599
9630,2.66142141764782
9631,3.2886168416766
9632,1.66442071191743
9633,2.67785026433396
9634,3.30504568836274
9635,3.32764786845144
9636,1.71508099488115
9637,3.35570597132645
9638,2.49317354074896
9639,1.74008397672362
9640,2.51817652259143
9641,1.7685952543915
9642,3.4092202308368
9643,2.5466878002593
9644,1.20604412045827
9645,2.21947367287479
9646,2.84666909690357
9647,1.98413666632607
9648,2.24362015235314
9649,2.87081557638192
9650,1.25052920851445
9651,2.26395876093097
9652,1.28533330671051
9653,2.29876285912703
9654,2.92595828315581
9655,2.06342585257831
9656,2.32090345435138
9657,2.94809887838016
9658,1.34410379643542
9659,1.36489122778755
9660,2.14298377365535
9661,2.39832335758388
9662,2.16298635103516
9663,2.42231824583227
9664,2.18698123928355
9665,1.43695114830933
9666,1.46245934871423
9667,2.47588890113075
9668,3.10308432515953
9669,3.13788607982482
9670,2.27535364924732
9671,1.51074762060938
9672,2.5241771730259
9673,2.28884016647718
9674,2.55461599100663
9675,3.18181141503541
9676,3.20536763646083
9677,2.61239460962951
9678,3.23959003365829
9679,3.25902430113818
9680,2.39649187056069
9681,1.64359642042894
9682,2.69618333963732
9683,3.3233787636661
9684,2.46084633308861
9685,1.69255378218073
9686,3.33317875862604
9687,2.47064632804854
9688,2.73204411027259
9689,3.35923953430137
9690,2.76467499835522
9691,2.5293379918065
9692,1.77506645976114
9693,3.41569143620644
9694,1.80124237054351
9695,2.81467192296003
9696,1.23219277259478
9697,2.01028531846259
9698,2.04934562830765
9699,2.28836803573264
9700,2.91556345976142
9701,2.95557182274053
9702,1.32681994354435
9703,2.96744491998965
9704,2.10491248941216
9705,1.36149551553467
9706,2.3749250679512
9707,2.13958806140248
9708,3.03580136147492
9709,2.17326893089742
9710,1.41386081394625
9711,2.42729036636277
9712,3.05448579039155
9713,1.42924420809848
9714,2.44267376051501
9715,2.44448188794532
9716,3.0716773119741
9717,2.2091448813966
9718,2.46645189037459
9719,2.26315255724955
9720,1.50534313029186
9721,2.51877268270839
9722,1.52798709069067
9723,2.57218852015982
9724,3.1993839441886
9725,2.61326972226145
9726,3.24046514629023
9727,3.2631213786363
9728,2.4005889480588
9729,3.28520930108245
9730,1.67246420106764
9731,1.72215236453439
9732,3.36277734097969
9733,1.75355191940119
9734,2.79254606801074
9735,1.80450757240427
9736,2.81793712482079
9737,3.44513254884957
9738,2.88139557690354
9739,2.01886314632605
9740,1.26389574222664
9741,2.27732529464317
9742,2.04198828809445
9743,2.32718327448295
9744,2.95437869851173
9745,2.09184626793424
9746,1.33620010588943
9747,2.97682508233474
9748,2.11429265175724
9749,1.36799643976096
9750,2.38142599217749
9751,2.14608898562877
9752,1.40161421791842
9753,2.41504377033495
9754,2.17970676378623
9755,1.42043047525963
9756,3.06105545170493
9757,1.45144195515884
9758,2.46487150757536
9759,2.22953450102665
9760,2.25476072249088
9761,2.50647687548695
9762,1.52705752821404
9763,2.54048708063057
9764,3.16768250465935
9765,2.30515007408185
9766,1.55244624149332
9767,2.33053878736113
9768,2.57929921980223
9769,3.23726714947899
9770,2.37473471890149
9771,2.64691146847384
9772,2.68035102018677
9773,3.30754644421555
9774,2.44501401363806
9775,1.67653654073631
9776,1.69771777855376
9777,2.71114733097028
9778,3.33834275499906
9779,1.71890571192055
9780,1.74027622375045
9781,2.75370577616697
9782,2.51836876961826
9783,1.7729873172792
9784,2.78641686969573
9785,2.57195185196383
9786,2.83256478021556
9787,3.45976020424434
9788,2.59722777366684
9789,1.25231906845754
9790,2.26574862087406
9791,2.89294404490284
9792,2.03041161432535
9793,1.27132037467291
9794,2.28474992708944
9795,2.93898832980683
9796,2.07645589922933
9797,1.31729005874822
9798,2.95791503519353
9799,2.09538260461603
9800,1.33576794136063
9801,2.34919749377715
9802,2.37323496834308
9803,2.13789796179436
9804,1.37640537674184
9805,2.15449792260965
9806,2.40749548937301
9807,3.03469091340179
9808,2.17215848282429
9809,2.48312293070342
9810,3.1103183547322
9811,2.2428838466308
9812,1.503795876787
9813,2.51722542920352
9814,1.560703274405
9815,2.57413282682152
9816,1.53602542655042
9817,2.54945497896694
9818,3.17665040299572
9819,2.31411797241822
9820,3.22264664661602
9821,1.61383782994456
9822,2.39193037581236
9823,1.63122937213268
9824,3.27185434857798
9825,2.40932191800049
9826,3.30284810322988
9827,2.44031567265239
9828,1.67582866973693
9829,2.68925822215346
9830,2.45392121560474
9831,1.73207667739811
9832,2.51016922326592
9833,1.75486894780063
9834,2.76829850021715
9835,3.39549392424593
9836,2.53296149366844
9837,2.56465432279396
9838,2.84570374196971
9839,2.610366735421
9840,2.14966930039721
9841,2.77686472442599
9842,1.9744791193109
9843,1.22422921404368
9844,2.2376587664602
9845,1.25497210318875
9846,2.26840165560528
9847,2.03306464905656
9848,2.92186252325371
9849,2.05933009267621
9850,1.29096261645068
9851,2.3043921688672
9852,2.93158759289598
9853,2.06905516231849
9854,1.3029247214662
9855,2.31635427388272
9856,2.9435496979115
9857,2.081017267334
9858,2.34197481230719
9859,2.36544680785914
9860,1.36643326928485
9861,2.14452581515266
9862,1.38652990001629
9863,2.39995945243281
9864,3.02715487646159
9865,2.16462244588409
9866,1.41155411516993
9867,2.18964666103774
9868,1.45022034155852
9869,2.22831288742632
9870,1.45320619320607
9871,2.46663574562259
9872,3.09383116965137
9873,2.23129873907388
9874,2.48936278555143
9875,1.50789219712978
9876,2.5213217495463
9877,3.14851717357508
9878,1.57312778202755
9879,2.58655733444408
9880,3.21375275847286
9881,1.58976645913425
9882,3.23039143557955
9883,2.36785900500206
9884,1.60924572168888
9885,3.24987069813419
9886,2.642885338375
9887,3.27008076240378
9888,1.66448667227294
9889,2.67791622468946
9890,3.30511164871824
9891,1.70943225193669
9892,3.35005722838199
9893,1.72170192581812
9894,2.73513147823464
9895,3.36232690226342
9896,1.16624621389895
9897,2.80687119034425
9898,1.94433875976676
9899,1.19291351195747
9900,2.206343064374
9901,1.97100605782528
9902,1.223661330583
9903,2.23709088299952
9904,2.00175387645081
9905,2.27419198039927
9906,2.90138740442805
9907,2.03885497385055
9908,1.26128469891743
9909,2.90190967536273
9910,1.31723139819015
9911,2.33066095060667
9912,1.33558584736853
9913,2.97621082381383
9914,1.3672156269671
9915,3.00784060341241
9916,1.37830598117841
9917,2.39173553359493
9918,3.01893095762371
9919,1.42123673976895
9920,2.43466629218547
9921,3.06186171621425
9922,2.19932928563676
9923,2.44254176436955
9924,3.06973718839833
9925,2.45658223822274
9926,2.22124523167403
9927,1.43399193931707
9928,2.44742149173359
9929,3.07461691576237
9930,2.21208448518488
9931,1.46434794240517
9932,3.10497291885047
9933,1.48459460490093
9934,2.49802415731746
9935,2.26268715076874
9936,1.49587945360591
9937,2.27397199947372
9938,1.52232739436789
9939,2.53575694678441
9940,3.16295237081319
9941,2.58640753031415
9942,3.21360295434293
9943,2.35107052376543
9944,1.58193002938867
9945,2.36002257525648
9946,2.37562053798904
9947,1.64447391214144
9948,2.42256645800925
9949,2.47203710938756
9950,1.68207720853156
9951,2.69550676094808
9952,3.32270218497686
9953,1.69606446443571
9954,2.70949401685223
9955,3.33668944088101
9956,2.82380269696029
9957,1.96127026638279
9958,1.93563126116444
